EMP_ID,AGE,GENDER,STATUS,EMPLOYMENT,SUFFICIENT_INCOME,SALARY,TO_DO_COMPLETED,DAILY_STRESS,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,FLOW,DAILY_STEPS,SLEEP_HOURS,LOST_VACATION,PERSONAL_AWARDS,TIME_FOR_HOBBY,HEALTHY_DIET,WORK_LIFE_BALANCE_SCORE
8371,36 to 50,Female,divorced,flight_attendant,2,High,5,2,5,7,10,3,8,2,8,7,5,3,4,666.9
8372,Less than 25,Male,divorced,flight_attendant,2,High,6,5,4,4,10,4,5,8,8,10,10,3,3,668.1
8373,25 to 35,Male,single,flight_attendant,1,Low,3,1,2,2,4,1,3,4,6,0,3,1,2,631.2
8374,36 to 50,Male,single,flight_attendant,1,Medium,4,2,2,5,10,5,7,10,4,0,4,1,1,667.7
8375,Less than 25,Male,in a relation,checkin_agent,1,Low,3,4,5,10,10,7,5,7,4,10,10,2,3,680.7
8376,36 to 50,Female,in a relation,checkin_agent,2,High,6,2,5,4,4,5,1,1,7,0,5,2,4,646.1
8377,51 or more,Male,single,flight_attendant,1,Low,8,1,6,1,2,5,5,9,8,0,5,2,2,688.7
8378,36 to 50,Male,divorced,flight_attendant,2,High,4,3,5,0,10,2,1,8,7,0,7,1,4,673
8379,51 or more,Female,divorced,flight_attendant,2,High,6,3,9,9,7,6,5,5,7,10,10,8,5,728.5
8380,25 to 35,Male,divorced,checkin_agent,2,High,7,1,3,2,4,4,3,8,6,0,5,3,2,657.5
8381,25 to 35,Female,married,checkin_agent,2,High,8,5,3,3,3,5,5,10,5,2,1,5,5,674.7
8382,36 to 50,Male,in a relation,checkin_agent,2,High,5,1,8,10,9,3,5,10,7,7,6,1,3,705.7
8383,Less than 25,Female,in a relation,flight_attendant,1,Medium,4,3,5,1,2,2,1,5,7,0,2,2,1,612.9
8384,36 to 50,Female,single,flight_attendant,1,Medium,2,2,3,10,10,0,0,3,9,5,2,5,0,595.9
8385,25 to 35,Female,in a relation,checkin_agent,2,High,4,3,6,5,6,4,4,4,5,2,4,5,2,668.4
8386,25 to 35,Female,divorced,flight_attendant,2,High,5,5,3,6,5,5,5,5,8,6,6,8,1,636.9
8387,25 to 35,Female,divorced,flight_attendant,1,Medium,8,5,2,3,2,0,1,5,6,3,2,1,1,568.5
8388,36 to 50,Female,in a relation,checkin_agent,2,High,6,1,10,5,4,10,2,3,7,0,6,5,5,721.3
8389,51 or more,Female,in a relation,checkin_agent,2,High,7,1,3,10,5,3,1,5,7,0,10,6,5,725.1
8390,Less than 25,Male,single,flight_attendant,1,Low,5,3,2,1,10,4,1,7,4,1,10,1,1,641.6
8391,36 to 50,Female,divorced,flight_attendant,2,High,8,1,0,10,10,3,2,8,8,0,10,2,3,703.8
8392,25 to 35,Male,single,checkin_agent,2,High,9,2,5,2,4,2,5,4,8,1,7,4,1,648.6
8393,51 or more,Male,married,flight_attendant,2,High,1,3,4,4,10,3,1,6,7,5,10,1,5,650.5
8394,51 or more,Female,divorced,checkin_agent,2,High,5,4,4,10,10,3,8,1,7,7,10,7,4,688.6
8395,Less than 25,Female,in a relation,checkin_agent,1,Medium,4,4,8,6,10,4,3,3,2,0,10,1,3,648.9
8396,25 to 35,Female,married,flight_attendant,1,Medium,5,5,3,3,4,2,0,6,6,7,10,1,1,575.5
8397,25 to 35,Male,married,flight_attendant,2,High,3,2,2,0,2,1,1,3,6,2,1,3,1,629.3
8398,Less than 25,Female,divorced,checkin_agent,2,High,7,3,10,6,10,6,7,7,6,7,6,3,2,699.8
8399,Less than 25,Male,divorced,checkin_agent,2,High,9,3,5,3,6,9,9,8,7,0,10,10,5,746.1
8400,51 or more,Female,in a relation,checkin_agent,1,Medium,3,2,8,4,4,6,3,8,8,6,3,3,2,647.7
8401,36 to 50,Female,married,checkin_agent,2,High,5,5,8,8,5,7,3,10,7,0,7,3,4,685.3
8402,25 to 35,Female,in a relation,flight_attendant,2,High,7,2,10,7,5,3,3,8,8,0,6,8,3,714
8403,25 to 35,Male,married,flight_attendant,2,High,7,3,5,3,6,5,6,9,6,0,5,6,2,690
8404,25 to 35,Female,single,checkin_agent,1,Low,7,5,3,2,10,2,3,8,6,0,3,0,1,592.9
8405,25 to 35,Male,single,flight_attendant,1,Medium,7,2,3,6,3,1,3,10,7,0,6,3,5,673.4
8406,25 to 35,Female,married,checkin_agent,2,High,3,3,5,1,3,5,2,4,8,5,10,0,4,635
8407,36 to 50,Female,single,flight_attendant,2,High,2,4,5,2,6,0,3,4,8,5,8,0,3,628.2
8408,25 to 35,Male,in a relation,checkin_agent,1,Low,2,3,6,4,3,0,0,5,8,0,0,4,3,608
8409,36 to 50,Female,married,checkin_agent,2,High,5,0,5,7,4,8,0,10,7,0,5,1,1,680.2
8410,Less than 25,Male,single,checkin_agent,2,High,8,3,5,5,10,1,2,8,8,10,0,5,5,669.8
8411,25 to 35,Female,married,flight_attendant,1,Low,5,5,2,0,3,5,4,5,6,10,6,2,2,607.6
8412,36 to 50,Female,married,checkin_agent,2,High,7,4,6,10,4,5,7,3,7,5,10,2,3,706
8413,36 to 50,Female,divorced,flight_attendant,2,High,9,5,4,10,9,10,6,7,9,0,10,6,4,736.1
8414,36 to 50,Male,divorced,flight_attendant,2,High,7,1,5,10,6,5,6,4,7,0,10,6,1,719.8
8415,25 to 35,Female,in a relation,flight_attendant,1,Medium,3,4,3,9,3,2,3,7,6,5,3,1,1,580.8
8416,25 to 35,Female,divorced,flight_attendant,1,Low,10,5,5,8,10,3,5,4,8,0,10,0,5,697.9
8417,25 to 35,Female,single,flight_attendant,2,High,7,4,10,10,10,2,4,5,7,0,4,5,4,728.5
8418,51 or more,Female,single,flight_attendant,2,High,9,3,2,2,10,1,2,6,10,0,10,4,0,663
8419,25 to 35,Male,married,checkin_agent,2,High,5,4,8,5,5,10,4,5,6,0,10,2,3,684.1
8420,36 to 50,Female,divorced,checkin_agent,1,Low,8,3,10,10,10,7,4,7,8,0,8,4,4,713.8
8421,36 to 50,Female,in a relation,flight_attendant,2,High,1,4,5,10,5,2,2,4,8,5,5,2,2,629.9
8422,25 to 35,Female,in a relation,flight_attendant,2,High,8,4,5,3,10,4,2,8,8,10,9,2,3,686.8
8423,51 or more,Female,married,flight_attendant,2,High,5,1,3,4,5,0,1,8,6,9,6,1,3,660.9
8424,51 or more,Female,single,checkin_agent,2,High,8,3,8,10,10,4,3,10,6,6,8,6,3,705.5
8425,51 or more,Female,married,checkin_agent,2,High,3,5,5,10,10,2,0,6,5,10,10,10,1,665.4
8426,25 to 35,Male,in a relation,flight_attendant,1,Low,8,2,7,5,10,5,3,10,8,0,5,3,3,721.2
8427,25 to 35,Male,single,checkin_agent,1,Low,1,4,4,10,4,4,1,2,7,3,1,3,1,625.9
8428,25 to 35,Male,married,flight_attendant,1,Medium,5,3,4,3,1,6,3,4,8,10,5,3,2,624.8
8429,51 or more,Female,in a relation,flight_attendant,2,High,8,5,6,10,10,1,2,9,6,10,9,10,4,705.3
8430,51 or more,Male,single,flight_attendant,1,Medium,10,1,3,9,5,10,8,8,7,0,6,5,5,734.2
8431,51 or more,Male,in a relation,flight_attendant,1,Medium,4,5,2,10,10,3,5,3,4,10,10,4,0,608.5
8432,25 to 35,Male,single,flight_attendant,1,Low,10,1,8,4,5,2,4,6,7,0,10,6,3,696.4
8433,36 to 50,Male,married,flight_attendant,2,High,8,1,1,9,7,3,2,4,7,0,4,5,2,670.5
8434,25 to 35,Male,divorced,flight_attendant,2,High,5,3,6,7,5,4,7,5,8,0,3,7,2,670.9
8435,36 to 50,Male,single,flight_attendant,1,Medium,5,4,5,5,5,2,3,5,7,5,5,2,3,641.8
8436,36 to 50,Female,in a relation,checkin_agent,2,High,10,3,5,2,10,5,3,10,7,0,10,3,2,671.7
8437,Less than 25,Male,married,checkin_agent,2,High,8,3,10,7,10,10,8,8,7,0,10,7,4,759.7
8438,Less than 25,Female,divorced,checkin_agent,1,Medium,3,5,2,1,8,1,0,1,6,10,2,3,1,554.1
8439,Less than 25,Male,divorced,flight_attendant,2,High,10,3,5,6,10,8,8,9,9,0,10,6,3,722.9
8440,Less than 25,Male,divorced,flight_attendant,2,High,2,1,3,3,10,3,1,5,8,5,5,4,4,672.6
8441,Less than 25,Male,single,checkin_agent,2,High,8,1,3,4,3,5,4,10,8,7,8,3,1,671.9
8442,Less than 25,Female,single,checkin_agent,2,High,3,4,10,3,10,5,0,7,7,4,9,3,2,691.5
8443,Less than 25,Male,in a relation,checkin_agent,1,Medium,3,5,6,10,10,4,3,10,7,5,6,5,4,688.7
8444,Less than 25,Male,single,checkin_agent,2,High,9,4,10,10,10,3,2,10,7,3,4,2,4,710.8
8445,Less than 25,Female,married,flight_attendant,1,Medium,7,5,5,0,4,2,3,8,7,0,4,4,4,606.7
8446,Less than 25,Female,married,checkin_agent,1,Medium,5,5,5,0,10,1,1,1,7,10,10,1,5,603.6
8447,25 to 35,Female,single,checkin_agent,2,High,5,1,4,2,4,3,1,4,7,0,4,2,5,667.1
8448,51 or more,Male,single,checkin_agent,1,Low,1,4,4,2,1,1,1,4,4,10,7,1,2,591.7
8449,51 or more,Female,married,flight_attendant,2,High,10,1,4,4,3,6,2,6,7,0,2,2,5,698.1
8450,36 to 50,Female,in a relation,flight_attendant,1,Low,7,3,2,5,10,3,1,5,7,0,4,0,1,628.2
8451,36 to 50,Female,single,checkin_agent,2,High,7,3,1,10,4,2,2,3,5,0,4,1,4,649.5
8452,36 to 50,Female,single,checkin_agent,2,High,5,4,8,10,10,5,3,3,7,5,10,5,2,668.6
8453,51 or more,Female,single,flight_attendant,1,Medium,5,4,8,8,10,7,3,5,7,0,6,4,3,652
8454,36 to 50,Female,in a relation,flight_attendant,2,High,6,3,4,4,4,1,1,1,7,7,0,1,1,615.5
8455,51 or more,Male,divorced,checkin_agent,2,High,7,1,5,10,6,6,2,9,9,0,6,7,5,746.7
8456,51 or more,Female,divorced,checkin_agent,2,High,9,5,0,10,3,7,2,10,6,0,10,1,5,698.7
8457,36 to 50,Male,in a relation,flight_attendant,1,Low,10,2,10,10,10,10,10,9,8,0,10,10,5,772
8458,36 to 50,Female,single,flight_attendant,2,High,9,3,3,10,5,3,2,8,6,10,6,2,5,681.3
8459,25 to 35,Female,single,checkin_agent,2,High,8,3,3,4,5,3,0,2,8,2,3,3,5,634.6
8460,25 to 35,Male,divorced,flight_attendant,1,Medium,4,3,4,4,5,3,1,2,7,0,5,2,2,627.6
8461,51 or more,Female,divorced,checkin_agent,2,High,3,1,7,10,2,4,3,3,8,0,8,5,3,696
8462,51 or more,Male,in a relation,flight_attendant,1,Medium,6,3,10,10,10,4,3,10,7,10,3,3,1,668.3
8463,25 to 35,Female,single,checkin_agent,1,Low,9,1,7,10,8,6,6,10,9,1,5,6,5,726.5
8464,36 to 50,Female,married,flight_attendant,2,High,3,5,1,3,2,1,1,5,5,5,2,1,1,564.9
8465,25 to 35,Female,divorced,flight_attendant,2,High,5,4,3,3,8,2,3,5,7,0,10,2,2,670.7
8466,25 to 35,Female,divorced,flight_attendant,2,High,5,4,4,3,8,2,3,5,7,0,10,2,2,674.1
8467,51 or more,Female,single,flight_attendant,2,High,5,1,10,10,8,4,3,10,7,0,4,8,5,744.8
8468,36 to 50,Female,in a relation,flight_attendant,2,High,10,5,10,10,10,1,5,7,7,0,8,10,2,694.9
8469,25 to 35,Female,divorced,checkin_agent,2,High,5,4,4,2,5,5,2,4,8,10,5,8,4,653.7
8470,51 or more,Female,single,checkin_agent,2,High,5,3,4,5,4,7,4,9,8,8,9,4,5,676.8
8471,51 or more,Female,in a relation,flight_attendant,2,High,6,3,6,5,7,5,6,10,8,4,10,6,5,733.1
8472,36 to 50,Male,single,flight_attendant,1,Low,7,3,6,10,10,3,3,5,8,0,3,4,3,694.7
8473,51 or more,Male,divorced,checkin_agent,2,High,8,2,6,10,10,10,5,8,7,0,10,4,3,742.7
8474,51 or more,Male,single,flight_attendant,1,Low,5,4,7,3,7,5,3,5,7,0,8,5,1,667.3
8475,51 or more,Male,in a relation,checkin_agent,2,High,5,2,8,10,7,10,2,5,5,0,10,2,3,704.3
8476,51 or more,Male,single,checkin_agent,2,High,3,4,5,5,5,6,1,10,7,5,6,1,2,644.5
8477,25 to 35,Male,single,checkin_agent,1,Medium,4,4,0,1,4,0,1,7,5,10,3,0,1,565.3
8478,25 to 35,Male,single,flight_attendant,1,Low,5,3,7,1,5,5,0,5,8,0,3,1,1,653.9
8479,25 to 35,Female,in a relation,flight_attendant,1,Low,3,2,4,5,4,4,5,6,6,0,4,2,4,648.6
8480,36 to 50,Female,single,checkin_agent,2,High,5,3,7,5,6,4,2,10,7,5,6,3,5,705.7
8481,25 to 35,Male,married,flight_attendant,2,High,7,1,4,2,5,6,2,10,6,0,5,2,2,681.7
8482,25 to 35,Male,single,checkin_agent,2,High,3,1,1,1,2,3,2,7,8,0,2,10,3,667.9
8483,25 to 35,Female,in a relation,flight_attendant,2,High,7,1,2,10,7,10,1,3,8,0,10,2,1,694.3
8484,36 to 50,Female,single,flight_attendant,2,High,5,1,7,1,1,1,3,2,4,0,5,1,1,627
8485,25 to 35,Male,single,checkin_agent,1,Low,6,0,2,0,10,0,1,2,8,0,3,0,2,610.8
8486,51 or more,Female,divorced,flight_attendant,2,High,5,3,10,10,3,5,6,8,8,0,10,1,5,710.6
8487,25 to 35,Male,single,flight_attendant,1,Low,9,4,9,9,6,6,8,5,8,0,10,3,5,735.5
8488,36 to 50,Female,in a relation,checkin_agent,2,High,8,2,4,3,4,2,6,7,8,0,4,6,5,674.7
8489,36 to 50,Female,married,checkin_agent,2,High,4,2,4,5,2,0,0,10,7,3,1,1,3,627.5
8490,36 to 50,Male,married,checkin_agent,1,Low,8,1,4,10,2,1,1,8,7,0,3,1,2,664.5
8491,51 or more,Female,divorced,flight_attendant,2,High,3,1,4,2,3,0,4,6,9,0,6,0,2,650.9
8492,51 or more,Female,in a relation,checkin_agent,2,High,10,0,3,4,0,0,7,10,7,0,10,8,5,726.1
8493,25 to 35,Female,single,flight_attendant,2,High,9,2,6,7,10,9,5,9,9,2,5,7,4,728
8494,25 to 35,Female,in a relation,checkin_agent,2,High,6,2,8,5,5,2,2,6,6,0,4,1,4,663.9
8495,36 to 50,Male,divorced,flight_attendant,1,Low,0,5,7,3,1,0,1,5,6,0,2,1,0,571.9
8496,Less than 25,Female,divorced,flight_attendant,2,High,7,3,10,5,5,7,6,5,6,0,10,2,2,702.8
8497,36 to 50,Female,married,flight_attendant,2,High,0,1,2,0,10,5,3,2,3,2,2,1,1,621.7
8498,36 to 50,Male,divorced,checkin_agent,1,Low,0,4,4,8,4,2,0,7,6,7,5,1,3,572.3
8499,Less than 25,Male,married,flight_attendant,2,High,1,2,8,1,6,3,8,7,6,4,4,7,3,645.4
8500,25 to 35,Female,single,checkin_agent,2,High,7,1,10,0,10,5,6,10,9,0,3,6,3,701
8501,Less than 25,Male,divorced,flight_attendant,2,High,0,2,7,1,8,2,6,6,6,4,2,8,4,648.6
8502,36 to 50,Male,divorced,checkin_agent,2,High,2,2,7,5,6,4,2,3,7,1,3,2,2,626.1
8503,36 to 50,Male,in a relation,checkin_agent,2,High,7,4,6,10,7,7,4,10,7,0,6,3,2,685.3
8504,25 to 35,Male,married,checkin_agent,1,Low,4,2,10,5,10,5,8,6,8,6,7,6,3,671.1
8505,25 to 35,Male,divorced,checkin_agent,1,Low,5,2,10,8,10,5,8,7,8,10,5,6,2,666.2
8506,Less than 25,Male,single,flight_attendant,1,Low,4,1,7,1,8,2,5,5,6,4,3,6,3,655.2
8507,51 or more,Female,married,checkin_agent,2,High,10,0,9,10,10,10,7,1,8,0,10,8,2,746.6
8508,36 to 50,Female,in a relation,checkin_agent,2,High,5,4,3,3,5,2,1,10,5,0,5,0,2,645.8
8509,25 to 35,Female,married,flight_attendant,1,Low,0,5,5,6,3,3,1,4,7,3,0,1,1,585.5
8510,51 or more,Male,divorced,flight_attendant,2,High,2,0,1,5,2,0,0,3,7,0,6,0,2,643.1
8511,25 to 35,Female,single,checkin_agent,1,Medium,2,3,2,3,10,1,2,1,7,0,3,1,1,603.6
8512,25 to 35,Male,divorced,flight_attendant,2,High,5,4,7,5,6,4,5,2,5,1,5,1,1,640.8
8513,36 to 50,Female,in a relation,flight_attendant,2,High,7,4,10,9,9,3,3,5,8,10,3,5,2,662.4
8514,51 or more,Female,in a relation,flight_attendant,2,High,5,0,6,4,5,2,2,5,8,0,6,2,4,704.9
8515,51 or more,Female,single,flight_attendant,2,High,7,4,5,10,10,7,2,6,7,0,5,1,5,672.6
8516,51 or more,Female,single,checkin_agent,2,High,4,4,5,10,10,5,2,6,7,0,5,1,5,652.2
8517,51 or more,Female,divorced,flight_attendant,1,Low,1,5,3,6,4,1,2,4,6,10,10,1,5,636.3
8518,36 to 50,Female,in a relation,checkin_agent,2,High,1,5,4,5,2,3,2,5,7,0,0,1,2,607.8
8519,25 to 35,Female,married,flight_attendant,2,High,6,0,5,4,4,4,2,1,8,0,6,2,2,661.6
8520,25 to 35,Female,single,flight_attendant,2,High,7,2,7,5,5,3,3,3,9,10,2,0,1,628.2
8521,25 to 35,Male,divorced,flight_attendant,2,High,7,4,6,4,8,2,2,6,7,6,5,1,2,664.1
8522,36 to 50,Female,married,checkin_agent,2,High,7,1,10,10,5,7,3,9,8,0,10,3,3,734.6
8523,25 to 35,Male,married,flight_attendant,2,High,6,4,2,7,7,6,7,3,9,8,7,4,1,665.6
8524,51 or more,Male,single,checkin_agent,2,High,10,2,10,7,7,6,2,10,7,10,10,2,5,727.8
8525,36 to 50,Female,in a relation,flight_attendant,1,Low,6,3,8,7,5,4,9,8,7,8,5,8,3,661.1
8526,36 to 50,Male,in a relation,checkin_agent,2,High,3,3,3,3,3,3,3,3,3,3,3,3,3,611.7
8527,Less than 25,Male,single,flight_attendant,1,Medium,4,4,4,4,4,4,4,4,4,4,4,4,4,651.2
8528,51 or more,Female,single,flight_attendant,2,High,5,2,5,3,10,2,1,10,7,0,3,1,5,673.4
8529,36 to 50,Male,divorced,checkin_agent,2,High,7,1,6,7,10,7,5,7,8,0,7,2,5,735.9
8530,51 or more,Female,divorced,flight_attendant,2,High,7,0,4,4,2,5,3,7,7,0,10,2,3,713.6
8531,Less than 25,Female,divorced,checkin_agent,2,High,5,3,7,8,6,2,0,2,10,0,0,4,5,658.8
8532,25 to 35,Male,divorced,flight_attendant,2,High,7,1,3,0,5,1,2,2,7,0,2,1,1,622.5
8533,Less than 25,Male,in a relation,flight_attendant,1,Medium,7,2,4,5,8,1,1,2,9,0,3,1,0,660.3
8534,36 to 50,Male,single,flight_attendant,1,Low,9,5,8,6,9,9,9,7,8,6,8,7,4,717.2
8535,25 to 35,Female,in a relation,flight_attendant,2,High,5,4,7,5,6,7,6,7,7,8,5,7,3,674.5
8536,25 to 35,Female,single,flight_attendant,1,Medium,9,5,5,2,10,3,8,10,8,4,10,9,4,682.1
8537,36 to 50,Female,divorced,flight_attendant,2,High,8,2,5,4,6,3,2,6,8,0,4,1,5,698.3
8538,25 to 35,Male,married,checkin_agent,2,High,5,2,5,2,5,4,1,8,9,10,10,1,2,680.2
8539,36 to 50,Male,divorced,checkin_agent,1,Medium,4,3,4,7,5,4,0,10,8,8,3,0,5,629.4
8540,51 or more,Male,married,flight_attendant,2,High,7,4,3,6,2,3,0,8,6,0,6,0,2,628.6
8541,36 to 50,Male,married,flight_attendant,1,Medium,4,3,4,7,5,4,0,10,8,8,3,0,5,629.4
8542,51 or more,Male,single,flight_attendant,1,Medium,7,4,4,6,2,2,0,6,6,0,8,0,2,624.8
8543,51 or more,Female,in a relation,checkin_agent,2,High,8,3,5,6,7,4,2,8,7,0,3,1,5,686.6
8544,51 or more,Female,single,checkin_agent,2,High,9,0,2,6,4,2,2,3,8,0,6,3,5,684.1
8545,36 to 50,Female,divorced,flight_attendant,2,High,4,5,2,1,3,5,4,2,7,9,8,2,3,620.8
8546,51 or more,Female,married,checkin_agent,2,High,8,2,4,10,6,2,5,6,6,0,9,5,5,713.2
8547,36 to 50,Female,single,checkin_agent,2,High,8,2,5,4,2,0,3,5,7,0,0,3,3,648.6
8548,51 or more,Female,divorced,checkin_agent,2,High,3,3,8,10,5,10,2,10,7,0,10,2,5,732.9
8549,36 to 50,Female,divorced,flight_attendant,2,High,7,1,6,7,10,10,7,3,7,3,6,7,5,706
8550,51 or more,Male,married,flight_attendant,2,High,10,2,10,10,10,10,5,5,7,0,1,1,1,716.6
8551,51 or more,Female,married,flight_attendant,2,High,8,2,8,9,5,8,3,9,6,2,8,7,3,703.6
8552,51 or more,Female,divorced,checkin_agent,2,High,9,1,4,3,2,0,1,3,7,0,2,4,3,665.2
8553,25 to 35,Female,single,flight_attendant,2,High,7,4,1,10,10,2,0,7,7,10,6,1,1,672.8
8554,25 to 35,Male,in a relation,flight_attendant,1,Low,4,3,10,2,2,3,2,5,7,0,5,4,2,669
8555,25 to 35,Female,in a relation,flight_attendant,1,Medium,2,1,10,10,2,10,8,2,9,0,10,4,4,718.1
8556,25 to 35,Male,married,checkin_agent,2,High,7,1,4,5,10,8,4,9,9,0,8,3,4,714.4
8557,51 or more,Male,divorced,checkin_agent,2,High,10,2,5,8,10,3,10,3,7,0,5,9,3,724.7
8558,36 to 50,Female,in a relation,flight_attendant,2,High,0,5,5,7,10,3,0,3,6,10,6,0,2,574.9
8559,36 to 50,Female,single,flight_attendant,2,High,7,1,10,3,3,5,3,10,8,0,5,3,2,731.4
8560,51 or more,Male,single,flight_attendant,1,Medium,5,1,10,8,5,7,3,5,7,0,3,2,2,691.1
8561,25 to 35,Female,single,flight_attendant,1,Medium,4,1,2,3,7,0,2,7,9,7,3,1,2,596.7
8562,Less than 25,Male,in a relation,checkin_agent,2,High,10,3,5,2,10,2,5,9,8,0,1,3,1,683.6
8563,51 or more,Female,single,flight_attendant,2,High,9,4,5,6,3,5,6,5,8,10,0,1,2,616.5
8564,25 to 35,Male,in a relation,flight_attendant,1,Low,2,5,5,3,8,3,2,8,6,7,3,1,1,632
8565,25 to 35,Female,in a relation,flight_attendant,2,High,8,1,7,5,4,2,1,7,8,0,10,2,5,717.2
8566,36 to 50,Female,in a relation,checkin_agent,2,High,9,4,10,10,10,10,10,8,9,0,10,10,5,787.3
8567,25 to 35,Female,single,checkin_agent,2,High,2,5,3,3,10,5,3,7,7,0,6,3,2,669.4
8568,36 to 50,Male,married,checkin_agent,2,High,8,1,2,2,9,10,2,10,8,0,4,3,2,680.4
8569,36 to 50,Male,married,checkin_agent,2,High,7,3,10,10,4,2,1,8,6,4,3,1,2,671.1
8570,36 to 50,Female,married,flight_attendant,1,Low,6,1,7,10,6,5,1,8,8,5,8,7,2,666.4
8571,25 to 35,Female,divorced,checkin_agent,1,Low,6,3,3,3,10,3,5,9,7,0,5,2,2,661.3
8572,25 to 35,Female,in a relation,checkin_agent,1,Low,5,2,8,10,10,6,6,8,7,10,5,9,3,690
8573,25 to 35,Male,single,checkin_agent,2,High,3,4,4,2,5,2,2,4,8,0,7,4,1,631.6
8574,25 to 35,Female,single,flight_attendant,1,Low,3,1,10,4,3,2,2,6,8,0,6,3,4,645.6
8575,25 to 35,Female,married,checkin_agent,2,High,6,3,4,2,2,7,2,4,7,0,3,4,5,663.7
8576,25 to 35,Female,in a relation,checkin_agent,2,High,4,5,5,2,10,3,4,4,9,0,2,3,3,660.7
8577,36 to 50,Female,single,checkin_agent,1,Low,5,3,2,4,2,1,2,3,9,0,3,6,2,611.2
8578,25 to 35,Male,in a relation,checkin_agent,2,High,10,4,10,4,5,3,2,8,6,0,10,4,1,677.9
8579,36 to 50,Female,in a relation,checkin_agent,2,High,10,4,1,10,10,5,1,10,8,0,5,1,5,717.8
8580,25 to 35,Male,single,flight_attendant,1,Low,4,4,4,1,3,2,4,5,6,0,2,2,1,622.9
8581,36 to 50,Female,single,checkin_agent,2,High,9,0,4,7,7,3,2,5,9,10,5,3,2,688.1
8582,25 to 35,Female,divorced,checkin_agent,1,Medium,5,4,6,1,2,1,3,6,8,5,4,0,1,604.8
8583,36 to 50,Female,married,checkin_agent,2,High,8,2,4,10,10,2,8,3,7,5,4,6,3,675.4
8584,25 to 35,Female,married,checkin_agent,2,High,7,1,6,7,7,9,7,7,8,10,8,8,5,742.7
8585,25 to 35,Female,married,flight_attendant,2,High,10,3,5,8,5,8,2,10,7,10,10,2,5,717.6
8586,36 to 50,Male,single,flight_attendant,1,Low,5,4,8,6,8,6,4,9,8,0,7,7,5,731.2
8587,25 to 35,Male,married,flight_attendant,2,High,0,5,10,2,10,0,1,8,10,0,5,2,3,639.6
8588,25 to 35,Female,divorced,flight_attendant,2,High,4,2,8,10,10,7,10,5,8,0,7,8,3,749.1
8589,36 to 50,Female,single,flight_attendant,2,High,4,1,8,10,10,1,3,6,8,0,1,4,5,715.3
8590,25 to 35,Male,single,flight_attendant,1,Low,3,4,10,5,4,3,2,8,8,6,10,2,3,666.4
8591,25 to 35,Male,married,checkin_agent,2,High,9,0,8,6,5,3,5,2,9,0,10,2,4,711.3
8592,36 to 50,Female,divorced,checkin_agent,2,High,2,3,10,8,6,10,3,10,8,0,10,5,3,743.3
8593,25 to 35,Male,married,checkin_agent,2,High,4,2,7,5,5,10,3,8,7,0,10,4,2,712.1
8594,25 to 35,Female,in a relation,flight_attendant,1,Low,9,5,5,5,10,10,2,6,8,5,4,8,5,694.9
8595,25 to 35,Female,married,flight_attendant,2,High,8,1,7,8,6,8,5,10,8,2,5,4,3,724.6
8596,Less than 25,Male,in a relation,flight_attendant,1,Medium,5,5,4,5,10,6,3,5,6,4,8,3,3,689.2
8597,25 to 35,Female,divorced,checkin_agent,2,High,9,3,8,10,10,8,8,8,8,0,10,5,4,744.6
8598,25 to 35,Male,divorced,flight_attendant,2,High,4,3,1,10,10,3,1,5,7,2,10,3,1,670.7
8599,36 to 50,Female,married,checkin_agent,2,High,8,3,6,0,10,0,3,3,8,0,3,0,2,653.5
8600,25 to 35,Male,married,checkin_agent,2,High,2,3,2,0,3,2,1,2,8,2,1,0,1,597.2
8601,36 to 50,Female,single,checkin_agent,2,High,6,2,7,7,10,5,1,8,7,0,5,5,4,700.2
8602,25 to 35,Female,in a relation,checkin_agent,1,Low,5,4,8,10,3,4,2,2,7,0,5,3,4,654.8
8603,51 or more,Female,married,flight_attendant,2,High,10,1,10,10,8,2,2,10,7,0,8,1,5,741.4
8604,25 to 35,Female,divorced,checkin_agent,2,High,8,4,3,3,10,2,1,10,8,4,10,3,3,678.7
8605,25 to 35,Female,married,flight_attendant,2,High,8,2,5,5,6,8,3,1,6,2,10,6,3,688.4
8606,51 or more,Female,divorced,flight_attendant,2,High,8,4,10,10,3,5,8,7,7,0,5,7,1,720.4
8607,36 to 50,Male,divorced,flight_attendant,2,High,3,4,5,8,10,5,3,6,7,3,7,5,2,674.3
8608,25 to 35,Female,single,flight_attendant,2,High,3,4,6,7,4,2,0,6,7,5,7,2,2,640.3
8609,51 or more,Female,married,flight_attendant,2,High,8,2,7,10,10,1,8,3,7,0,6,10,1,699.2
8610,36 to 50,Male,divorced,checkin_agent,2,High,3,4,7,10,10,5,3,5,7,3,7,4,2,674.1
8611,51 or more,Male,married,checkin_agent,2,High,4,2,2,0,2,0,4,8,6,0,3,1,3,604.8
8612,51 or more,Female,married,checkin_agent,2,High,5,4,6,10,10,0,0,4,8,0,10,1,2,658.8
8613,36 to 50,Female,single,checkin_agent,2,High,7,2,7,2,3,3,1,8,7,0,10,1,5,696.8
8614,25 to 35,Female,single,flight_attendant,2,High,7,3,8,7,5,3,3,2,7,0,2,3,2,661.6
8615,25 to 35,Female,married,checkin_agent,1,Low,7,3,2,1,4,3,3,6,7,6,1,1,3,596.1
